model,top1,top5,error
230525-YOLOv8n_cls_ECA/weights/last.pt,0.992201566696167,0.9994001388549805,
230525-YOLOv8n_cls_ECA/weights/best.pt,0.9928014278411865,0.9994001388549805,
210525-YOLOv8_ResCBAM/weights/last.pt,0.9937612414360046,0.9998800158500671,
210525-YOLOv8_ResCBAM/weights/best.pt,0.9940012097358704,0.9998800158500671,
250525-yolov8_GAM_cls/weights/last.pt,0.9917216300964355,0.9994001388549805,
250525-yolov8_GAM_cls/weights/best.pt,0.9920815825462341,0.9995201230049133,
220525-YOLOv8n_cls/weights/last.pt,0.9947210550308228,0.9998800158500671,
220525-YOLOv8n_cls/weights/best.pt,0.9948410391807556,0.9998800158500671,
